AA11,AA12,a,b,bn,bs,city,commid,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,mark,msg,note,p,parkmain,pimg,pu,punit,r,reid,s,sq,t,town,tp,tunit,type,unit,v
住,,汐止區弘道街０５３巷００１１號５樓#汐止區弘道街５３巷１１號５樓,公寓(5樓含以下無電梯),,88.08%,F,,,113/05/22,無,,五層/五層,,43,1668,13,1,0,25.049222074792198,121.61821978373837,無,,總價/總面積,頂樓加蓋;,"333,828",N,bt_01.png,住家用,1,85,,27.71,0QHogo2S4BHBwCwKCJAi+xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"9,250,000",1,Biz,2,3房2廳2衛
住,,汐止區力行街００４５號４樓#汐止區力行街４５號４樓,公寓(5樓含以下無電梯),,89.74%,F,,,113/05/06,無,,四層/四層,,47,1669,2,1,0,25.04986902202309,121.61678600468748,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;,"308,932",N,bt_01.png,住家用,1,12,,28.55,4fVb3g9j+QsMNhaYB93NMRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,820,000",1,Biz,2,3房1廳1衛
,丙種建築用地,汐止區伯爵街０３９巷００１８號#汐止區伯爵街３９巷１８號,公寓(5樓含以下無電梯),,73.46%,F,,,113/05/25,無,,"一層,二層/四層",,35,1670,1,1,1,25.07824638116508,121.6375665126149,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"264,010",N,bt_01.png,住家用,1,128,,63.63,zW5IF5VdKkZec3MX2CrPshvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"16,800,000",1,Biz,2,4房2廳2衛
住,,汐止區力行街０５９巷００９弄０００５號五樓#汐止區力行街５９巷９弄５號五樓,公寓(5樓含以下無電梯),,96.68%,F,,,113/05/23,無,,"五層,屋頂突出物/五層",,44,1671,1,1,0,25.049650914003045,121.6171317805371,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;,"335,438",N,bt_01.png,住家用,1,46,,25.94,hjkM7D9JtbB+AerehKTauRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,700,000",1,Biz,2,3房1廳1衛
,丙種建築用地,汐止區汐萬路三段１９９巷０２８弄０００８號#汐止區汐萬路三段１９９巷２８弄８號,透天厝,,,F,,,113/05/13,無,,全/二層,,40,1672,1,1,0,25.098963687011974,121.64007316044608,無,,總價/總面積,,,N,bt_02.png,住家用,1,17,,52.43,khkj+xycbF9O9QSNcbhd4hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"18,000,000",1,Biz,2,6房2廳4衛
商,,汐止區中正路００３６號九樓之１#汐止區中正路３６號九樓之１,住宅大樓(11層含以上有電梯),春田吉市,57.89%,F,fscyYgov7+5M4SwBlyWDAxvQss5zmvokDklTVTp7Ke8=,,113/05/31,有,,九層/十九層,,7,1673,1,1,0,25.070545983067138,121.66221776047455,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"460,473",N,bt_05.png,住家用,1,36,,24.97,fscyYgov7+5M4SwBlyWDAxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"11,500,000",1,Biz,2,2房1廳1衛
住,,汐止區福德一路００２２號九樓#汐止區福德一路２２號九樓,住宅大樓(11層含以上有電梯),台北爵士,53.06%,F,ss3EiD3RsBiHIEBb7MuxIhvQss5zmvokDklTVTp7Ke8=,,113/05/20,有,,九層/十四層,,17,1674,1,1,1,25.069386478025326,121.63838298673761,有,,總價/總面積,,"502,635",N,bt_05.png,住家用,1,54,,38.80,ss3EiD3RsBiHIEBb7MuxIhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"19,500,000",1,Biz,2,3房2廳2衛
住,,汐止區大同路三段０６２１號１６樓#汐止區大同路三段６２１號１６樓,住宅大樓(11層含以上有電梯),摩天鎮,55.99%,F,o8W4LMY89h2ISZWHEH4kYBvQss5zmvokDklTVTp7Ke8=,,113/04/17,有,,十六層/三十二層,,25,1675,1,1,1,25.075148285704238,121.68257299434447,有,,總價/總面積,,"201,610",N,bt_05.png,住家用,1,115,,33.73,o8W4LMY89h2ISZWHEH4kYBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"6,800,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區汐萬路二段２２８巷０３１弄０１２２號３樓#汐止區汐萬路二段２２８巷３１弄１２２號３樓,公寓(5樓含以下無電梯),,65.57%,F,,,113/04/13,無,,三層/五層,,28,1676,1,1,0,25.092325010466507,121.64704774017243,有,,總價/總面積,陽台外推;,"197,213",N,bt_01.png,住家用,1,101,,32.45,6cFRauez8UNXu4KNNo2sbRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"6,400,000",1,Biz,2,3房2廳2衛
住,,汐止區樟樹二路００５３號十四樓#汐止區樟樹二路５３號十四樓,住宅大樓(11層含以上有電梯),超級花園,42.38%,F,D9AeuDX71dCq09b8YKqCERvQss5zmvokDklTVTp7Ke8=,,113/04/17,有,,十四層/十五層,,8,1677,1,1,1,25.06273004629294,121.63904229519758,有,,總價/總面積,,"473,560",N,bt_05.png,住家用,1,91,,22.97,D9AeuDX71dCq09b8YKqCERvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"10,880,000",1,Biz,2,1房1廳1衛
,丙種建築用地,汐止區伯爵街０９７巷００３３號３樓#汐止區伯爵街９７巷３３號３樓,住宅大樓(11層含以上有電梯),青春嶺,50.63%,F,Poj10U090zGbSQJO4fE59xvQss5zmvokDklTVTp7Ke8=,,113/04/22,有,,三層/十二層,,24,1678,1,1,1,25.084077682574012,121.63563389650939,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"241,279",N,bt_05.png,住家用,1,112,,40.62,Poj10U090zGbSQJO4fE59xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"9,800,000",1,Biz,2,3房2廳1衛
其他,,汐止區湖東街００５巷００４２號#汐止區湖東街５巷４２號,透天厝,,,F,,,113/04/23,無,,全/三層,,37,1679,1,1,2,25.073858552819946,121.63552165804828,無,,總價/總面積,其他增建:一樓、頂樓其他增建;,,N,bt_02.png,住家用,1,19,,82.89,RMYKoehypj4Wk+jZT5dDhRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"25,800,000",1,Biz,2,4房4廳4衛
住,,汐止區福德一路０８６巷００３４號二樓#汐止區福德一路８６巷３４號二樓,華廈(10層含以下有電梯),全民住易,53.04%,F,/bXCOFc7yO5iQL35o86NxhvQss5zmvokDklTVTp7Ke8=,,113/04/15,有,,二層/八層,,26,1680,1,1,1,25.069004885293996,121.63684464518677,有,,總價/總面積,,"391,002",N,bt_06.png,住家用,1,49,,24.81,/bXCOFc7yO5iQL35o86NxhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"9,700,000",1,Biz,2,2房1廳1衛
住,,汐止區中興路０１７３之１號二樓#汐止區中興路１７３之１號二樓,住宅大樓(11層含以上有電梯),隱馥玉,43.37%,F,e15WattGdTkKiPtjzQl8PRvQss5zmvokDklTVTp7Ke8=,230,113/04/20,有,58.84%,二層/十五層,,8,1681,1,1,1,25.066323465368363,121.63052686819564,有,,(總價-車位總價)/(總面積-車位總面積),,"596,030",N,bt_05.png,住家用,1,58,,28.00,e15WattGdTkKiPtjzQl8PRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"14,600,000",1,Biz,2,2房1廳1衛
,丙種建築用地,汐止區水源路二段１２５巷００８弄００１９號二樓#汐止區水源路二段１２５巷８弄１９號二樓,華廈(10層含以下有電梯),美麗山林,42.11%,F,3yeWB505dFYMHxcSlGkaOxvQss5zmvokDklTVTp7Ke8=,,113/04/07,有,,二層/六層,,1,1682,4,1,1,25.053295425486034,121.6597861085713,有,,總價/總面積,,"397,636",N,bt_06.png,住家用,1,258,,35.21,3yeWB505dFYMHxcSlGkaOxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"14,000,000",1,Biz,2,2房2廳1衛
住,,汐止區康寧街１４１巷００５３號５樓之４#汐止區康寧街１４１巷５３號５樓之４,住宅大樓(11層含以上有電梯),東湖麗池,80.89%,F,X/kfnVvfvD4CSIlTK45jmxvQss5zmvokDklTVTp7Ke8=,,113/04/14,有,,五層/十三層,,29,1683,1,1,0,25.067763865001943,121.62078089508205,有,,總價/總面積,陽台外推;其他增建;,"665,402",N,bt_05.png,住家用,1,54,,20.74,X/kfnVvfvD4CSIlTK45jmxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"13,800,000",1,Biz,2,2房2廳1衛
住,,汐止區樟樹二路３３０巷００７０號３樓#汐止區樟樹二路３３０巷７０號３樓,華廈(10層含以下有電梯),綠園道,70.93%,F,GZRjsCJT836xEpdRflxe4RvQss5zmvokDklTVTp7Ke8=,,113/04/02,有,,三層/八層,,25,1684,1,1,0,25.069938248601375,121.64232094852156,有,,總價/總面積,陽台外推;,"468,731",N,bt_06.png,住家用,1,66,,20.27,GZRjsCJT836xEpdRflxe4RvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"9,500,000",1,Biz,2,2房2廳1衛
,乙種建築用地,汐止區南勢街００１８號３樓#汐止區南勢街１８號３樓,公寓(5樓含以下無電梯),,89.84%,F,,,113/04/26,無,,三層/四層,,44,1685,1,1,0,25.03816978187309,121.62732080542527,無,,總價/總面積,其他增建;,"264,169",N,bt_01.png,住家用,1,13,,32.56,CVQxz2XZxyjsp8JJspYFPRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,600,000",1,Biz,2,3房2廳1衛
住,,汐止區長興街二段００５６號二樓之１#汐止區長興街二段５６號二樓之１,住宅大樓(11層含以上有電梯),合謙好境-美境,43.70%,F,IU4GYVjuE54ybq/OakTM2BvQss5zmvokDklTVTp7Ke8=,,113/04/06,有,59.97%,二層/十一層,,8,1686,1,1,1,25.081685568322648,121.67443102423042,有,,總價/總面積,,"327,597",N,bt_05.png,住家用,1,39,,38.89,IU4GYVjuE54ybq/OakTM2BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"12,740,000",1,Biz,2,2房2廳2衛
住,,汐止區樟樹一路１３５巷００２９號５樓#汐止區樟樹一路１３５巷２９號５樓,公寓(5樓含以下無電梯),,92.82%,F,,,113/04/15,無,,五層/五層,,38,1687,1,1,0,25.065475180177582,121.6409893246396,無,,總價/總面積,陽台外推;頂樓加蓋;,"356,364",N,bt_01.png,住家用,1,32,,23.85,2c8b5fFQGWpbtYL9wiZNjRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,500,000",1,Biz,2,4房4衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００２之６號２０樓#汐止區湖前街１１０巷９７弄２之６號２０樓,住宅大樓(11層含以上有電梯),水蓮山莊,67.89%,F,QhBNYdzQQUy5IFCkMZHeBxvQss5zmvokDklTVTp7Ke8=,,113/04/13,有,,二十層/二十五層,,24,1688,8,1,1,25.076869558224182,121.63230567274802,有,,總價/總面積,,"287,183",N,bt_05.png,住家用,1,295,,44.15,QhBNYdzQQUy5IFCkMZHeBxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"12,680,000",1,Biz,2,3房2廳2衛
住,,汐止區莊敬街０２９巷００９弄０００５號五樓#汐止區莊敬街２９巷９弄５號五樓,華廈(10層含以下有電梯),合康晶站,63.62%,F,E9wdbNe9Sz7FExKTE6ZP+RvQss5zmvokDklTVTp7Ke8=,,113/04/25,有,,五層/九層,,14,1689,1,1,0,25.061087733172958,121.65747884060991,有,,總價/總面積,其他增建;,"638,417",N,bt_06.png,住家用,1,28,,15.74,E9wdbNe9Sz7FExKTE6ZP+RvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"10,050,000",1,Biz,2,2房1廳1衛
住,,汐止區南昌街００５１號五樓#汐止區南昌街５１號五樓,公寓(5樓含以下無電梯),,94.85%,F,,,113/04/01,無,,五層/五層,,43,1690,1,1,0,25.068274411464355,121.66346436152912,無,,總價/總面積,陽台外推;頂樓加蓋;,"408,499",N,bt_01.png,住家用,1,11,,29.38,hMTseP7PG/aKYRuAMyUc1hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,000,000",1,Biz,2,3房2廳1衛
住,,汐止區新台五路二段２３８巷００２６號五樓#汐止區新台五路二段２３８巷２６號五樓,住宅大樓(11層含以上有電梯),星野之森-沐松,37.71%,F,t1IPZK4X5gP0RJO9BULXthvQss5zmvokDklTVTp7Ke8=,,113/04/24,有,59.91%,"四層,五層/十一層",,1,1691,2,1,1,25.06465355968654,121.67164178004312,有,,總價/總面積,,"348,413",N,bt_05.png,住家用,1,58,,28.99,t1IPZK4X5gP0RJO9BULXthvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"10,100,000",1,Biz,2,1房1衛
,丙種建築用地,汐止區康寧街８８５巷００４２號４樓#汐止區康寧街８８５巷４２號４樓,公寓(5樓含以下無電梯),凱旋大地玫瑰花園城堡,56.26%,F,ciPJeS2hLL/GlMXKAKqXgBvQss5zmvokDklTVTp7Ke8=,,113/04/18,無,,四層/五層,,25,1692,1,1,1,25.076419128065158,121.6508795998659,有,,總價/總面積,,"274,248",N,bt_01.png,住家用,1,96,,31.72,ciPJeS2hLL/GlMXKAKqXgBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"8,700,000",1,Biz,2,3房2廳2衛
住,,汐止區秀峰路００６０號５樓#汐止區秀峰路６０號５樓,公寓(5樓含以下無電梯),,78.07%,F,,,113/04/11,無,,五層/五層,,35,1693,1,1,0,25.064671123280807,121.65966861638137,無,,總價/總面積,其他增建：頂樓、陽台。其他增建;,"388,698",N,bt_01.png,住家用,1,12,,32.16,ZNVMGVROSlpa77paRJxdpBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,500,000",1,Biz,2,6房4廳3衛
,丙種建築用地,汐止區東勢街０１００號九樓#汐止區東勢街１００號九樓,華廈(10層含以下有電梯),品川VILLA,66.31%,F,4fXo17YmCXZB7wwvcO0yLRvQss5zmvokDklTVTp7Ke8=,,113/04/22,有,,"九層,十層/十層",,16,1694,1,1,0,25.040923003142485,121.63377616307788,有,,總價/總面積,陽台外推;夾層;,"357,931",N,bt_06.png,住家用,1,96,,39.45,4fXo17YmCXZB7wwvcO0yLRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"14,120,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區伯爵街０９６巷００１１號４樓#汐止區伯爵街９６巷１１號４樓,公寓(5樓含以下無電梯),,54.93%,F,,,113/04/27,無,,四層/四層,,27,1695,1,1,1,25.084159503596606,121.63760705477199,有,,總價/總面積,陽台外推;,"267,269",N,bt_01.png,住家用,1,108,,29.93,p5wxLiDmeu8s2/R37e/vGRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"8,000,000",1,Biz,2,3房2廳1衛
其他,,汐止區康寧街０７４９號五樓之３#汐止區康寧街７４９號五樓之３,住宅大樓(11層含以上有電梯),伯爵晶鑽,68.23%,F,HrleQlCm2kJHpuiiCUm9vRvQss5zmvokDklTVTp7Ke8=,,113/04/11,有,,五層/二十三層,,15,1696,2,1,0,25.07490595890003,121.63758886411597,有,,總價/總面積,鐵皮屋頂增建其他增建;,"469,478",N,bt_05.png,住家用,1,161,,27.26,HrleQlCm2kJHpuiiCUm9vRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,800,000",1,Biz,2,3房1廳1衛
住,,汐止區福德二路００２１號７樓#汐止區福德二路２１號７樓,住宅大樓(11層含以上有電梯),大山圓,62.12%,F,qvBvw8cyN6vXCtDQXItV6BvQss5zmvokDklTVTp7Ke8=,,113/04/13,有,,七層/十一層,,29,1697,1,1,0,25.06799137578966,121.63529314134917,有,,總價/總面積,,"309,950",N,bt_05.png,住家用,1,49,,29.04,qvBvw8cyN6vXCtDQXItV6BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"9,000,000",1,Biz,2,3房1廳2衛
住,,汐止區大同路三段０６１１號２４樓之４#汐止區大同路三段６１１號２４樓之４,住宅大樓(11層含以上有電梯),摩天鎮,67.87%,F,jMi4f38jCKPf6mMjQZxceRvQss5zmvokDklTVTp7Ke8=,,113/04/28,有,,二十四層/三十二層,,25,1698,1,1,0,25.075148285704238,121.68257299434447,有,,總價/總面積,,"219,137",N,bt_05.png,住家用,1,115,,28.29,jMi4f38jCKPf6mMjQZxceRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"6,200,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區汐萬路二段２２８巷０３１弄００２７號#汐止區汐萬路二段２２８巷３１弄２７號,公寓(5樓含以下無電梯),,75.94%,F,,,113/04/26,無,,一層/五層,,28,1699,1,1,1,25.091370309558002,121.64652720087979,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"157,183",N,bt_01.png,住家用,1,72,,46.95,dA2hB80CjluMb/lycA0m7BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"7,380,000",1,Biz,2,3房2廳2衛
住,,汐止區民族二街０８４巷００１８號五樓#汐止區民族二街８４巷１８號五樓,華廈(10層含以下有電梯),e美樂地,67.41%,F,IYZL4/Nn3794+5r6R7ZzrRvQss5zmvokDklTVTp7Ke8=,,113/04/04,有,,五層/八層,,19,1700,1,1,0,25.070491067001623,121.63342272804897,有,,總價/總面積,陽台加窗其他增建;,"494,860",N,bt_06.png,住家用,1,53,,33.75,IYZL4/Nn3794+5r6R7ZzrRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"16,700,000",1,Biz,2,3房2廳2衛
住,,汐止區力行街００２７號４樓#汐止區力行街２７號４樓,公寓(5樓含以下無電梯),,86.68%,F,,,113/04/22,無,,四層/四層,,47,1701,2,1,0,25.050445932429472,121.6169970130833,無,,總價/總面積,,"434,790",N,bt_01.png,住家用,1,12,,28.98,VrXifpDoaUZ+3iPzN4V+aBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,600,000",1,Biz,2,3房2廳1衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００５之６號２樓#汐止區湖前街１１０巷９７弄５之６號２樓,住宅大樓(11層含以上有電梯),水蓮山莊,72.24%,F,HLjKPtsj53F490cAOxNBJBvQss5zmvokDklTVTp7Ke8=,,113/04/07,有,93.51%,二層/二十五層,,24,1702,4,1,1,25.076869558224182,121.63230567274802,有,,總價/總面積,,"329,663",N,bt_05.png,住家用,1,294,,32.76,HLjKPtsj53F490cAOxNBJBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"10,800,000",1,Biz,2,2房2廳1衛
,丙種建築用地,汐止區伯爵街０９７巷００２１號１１樓#汐止區伯爵街９７巷２１號１１樓,住宅大樓(11層含以上有電梯),青春嶺,69.98%,F,Mi0PaKoHRvnINnJxbWyI2hvQss5zmvokDklTVTp7Ke8=,,113/04/30,有,,十一層/十二層,,24,1703,1,1,0,25.084077682574012,121.63563389650939,有,,總價/總面積,陽台外推陽台外推;,"254,430",N,bt_05.png,住家用,1,112,,16.51,Mi0PaKoHRvnINnJxbWyI2hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"4,200,000",1,Biz,2,1房1廳1衛
,乙種建築用地,汐止區林森街０７３巷００３９號３樓#汐止區林森街７３巷３９號３樓,住宅大樓(11層含以上有電梯),康詩丹郡,75.38%,F,x2k8aRh4OR2Gz21AFeGs4BvQss5zmvokDklTVTp7Ke8=,170,113/04/07,有,95.01%,三層/二十一層,,31,1704,3,1,1,25.04181513426261,121.62349432700938,有,,(總價-車位總價)/(總面積-車位總面積),陽台外推;其他增建;,"376,529",N,bt_05.png,住家用,1,118,,53.16,x2k8aRh4OR2Gz21AFeGs4BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"17,580,000",1,Biz,2,3房2廳2衛
住,,汐止區樟樹二路０３８０號十三樓#汐止區樟樹二路３８０號十三樓,住宅大樓(11層含以上有電梯),半島花園2期G棟,47.00%,F,9MW/XLZJgVcz5Jtt68H7VBvQss5zmvokDklTVTp7Ke8=,210,113/04/24,有,56.54%,十三層/十三層,,1,1705,1,1,1,25.072799222740958,121.64252420562894,無,,(總價-車位總價)/(總面積-車位總面積),,"440,542",N,bt_05.png,住家用,1,38,,41.73,9MW/XLZJgVcz5Jtt68H7VBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"17,380,000",1,Biz,2,2房1廳1衛
住,,汐止區樟樹二路０３８０號七樓#汐止區樟樹二路３８０號七樓,住宅大樓(11層含以上有電梯),半島花園2期G棟,47.72%,F,QazKfyRgV/g8DvKcNY1OxhvQss5zmvokDklTVTp7Ke8=,210,113/04/27,有,57.45%,七層/十三層,,1,1706,1,1,1,25.072799222740958,121.64252420562894,無,,(總價-車位總價)/(總面積-車位總面積),,"431,203",N,bt_05.png,住家用,1,38,,41.60,QazKfyRgV/g8DvKcNY1OxhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"17,000,000",1,Biz,2,2房1廳1衛
住,,汐止區福德一路２０１巷００４６號１１樓#汐止區福德一路２０１巷４６號１１樓,住宅大樓(11層含以上有電梯),凱旋大地,71.61%,F,hlD7+uwPG+2fVXyT2/FldxvQss5zmvokDklTVTp7Ke8=,,113/04/23,有,,十一層/十四層,,30,1707,1,1,0,25.064974657699675,121.63561457986135,有,,總價/總面積,陽台外推;,"470,688",N,bt_05.png,住家用,1,54,,21.88,hlD7+uwPG+2fVXyT2/FldxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"10,300,000",1,Biz,2,2房1廳1衛
住,,汐止區秀峰路１０９巷００１弄０００５號#汐止區秀峰路１０９巷１弄５號,透天厝,,,F,,,113/04/08,無,,全/二層,,56,1708,1,1,0,25.063882235457477,121.66044740679493,無,,總價/總面積,頂樓加蓋;,,N,bt_02.png,住家用,1,9,,27.06,2BR9ukKaqw/WGAw7VzkGWhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"17,600,000",1,Biz,2,6房6衛
住,,汐止區龍安路２０２巷００１４號４樓#汐止區龍安路２０２巷１４號４樓,公寓(5樓含以下無電梯),,93.00%,F,,,113/04/25,無,,四層/五層,,40,1709,5,1,0,25.063337953170812,121.65287206995413,無,,總價/總面積,陽台外推;,"411,345",N,bt_01.png,住家用,1,20,,25.96,1/9yqmhJvPl58QQJ2o38lxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"10,680,000",1,Biz,2,3房2廳1衛
住,,汐止區新興路０１３１號四樓#汐止區新興路１３１號四樓,住宅大樓(11層含以上有電梯),合康雲極,45.99%,F,eBiS6s68bbSvrp5QuHv8HxvQss5zmvokDklTVTp7Ke8=,220,113/04/15,有,59.26%,四層/二十一層,,6,1710,1,1,1,25.061226813306998,121.65868877011408,有,,(總價-車位總價)/(總面積-車位總面積),,"562,860",N,bt_05.png,住家用,1,100,,38.28,eBiS6s68bbSvrp5QuHv8HxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"18,920,000",1,Biz,2,2房2廳1衛
住,,汐止區大同路二段０２３１號六樓#汐止區大同路二段２３１號六樓,住宅大樓(11層含以上有電梯),甲山林天廈,61.97%,F,SML+Txf6iDk2gn/W2Rh2/BvQss5zmvokDklTVTp7Ke8=,,113/04/29,有,,六層/二十九層,,12,1711,1,1,0,25.06663210908407,121.65310758953557,有,,總價/總面積,其他增建:陽台、加建陽台其他增建;含租約;,"647,296",N,bt_05.png,住家用,1,82,,15.29,SML+Txf6iDk2gn/W2Rh2/BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"9,900,000",1,Biz,2,1房1廳1衛
住,,汐止區汐萬路一段０１９７號十五樓#汐止區汐萬路一段１９７號十五樓,住宅大樓(11層含以上有電梯),華泰蘭庭序,58.06%,F,hhF0aLWiEX4zbNduarcuFBvQss5zmvokDklTVTp7Ke8=,,113/04/27,有,,十五層/十五層,,9,1712,1,1,0,25.071710340182545,121.65207391249243,有,,總價/總面積,,"407,977",N,bt_05.png,住家用,1,55,,29.78,hhF0aLWiEX4zbNduarcuFBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,150,000",1,Biz,2,2房2廳1衛
